Day,Time,Weather,Event,Bus_Capacity,Train_Arrival,Waiting_Passengers
1,13:40,2,0,45,0,86
1,08:00,4,1,45,1,89
1,10:30,1,1,45,0,88
1,08:25,3,1,45,1,225
1,07:50,4,0,45,1,14
1,11:30,3,0,45,0,10
1,08:20,4,0,45,1,225
1,08:50,2,0,45,0,84
1,14:00,2,1,45,1,162
1,08:10,2,0,45,1,60
1,11:20,1,0,45,1,167
1,08:40,4,0,45,1,225
1,07:50,2,0,45,1,75
1,17:40,4,0,45,0,29
1,08:30,1,1,45,1,225
1,11:00,2,1,45,0,85
1,13:10,4,0,45,0,61
1,09:05,1,0,45,0,33
1,17:00,2,0,45,0,16
1,10:30,3,0,45,0,97
1,08:40,4,0,45,1,225
1,14:10,4,1,45,1,96
1,08:25,4,1,45,1,214
1,17:40,1,0,45,0,78
1,17:00,1,1,45,0,17
1,13:10,1,1,45,0,224
1,14:00,2,1,45,1,176
1,09:05,1,0,45,0,42
1,08:30,2,1,45,1,225
1,17:20,4,1,45,0,146
1,08:10,4,0,45,1,152
1,08:15,1,0,45,1,197
1,08:30,3,1,45,1,225
1,08:00,4,1,45,1,192
1,17:20,1,1,45,0,189
1,14:30,4,0,45,0,54
1,08:25,1,1,45,1,225
1,13:40,4,0,45,0,21
1,17:00,1,0,45,0,42
1,08:50,3,0,45,0,90
1,08:50,1,0,45,0,92
1,08:40,2,1,45,1,225
1,13:10,4,1,45,0,193
1,10:30,4,1,45,0,86
1,17:40,3,0,45,0,56
1,09:05,4,0,45,0,47
1,17:20,2,0,45,0,81
1,08:35,1,1,45,1,225
1,08:00,1,0,45,1,62
1,11:20,3,0,45,1,121
1,11:00,1,1,45,0,160
1,08:30,1,1,45,1,225
1,08:35,2,1,45,1,225
1,11:10,4,1,45,1,225
1,13:40,3,0,45,0,28
1,08:10,3,0,45,1,18
1,08:10,3,1,45,1,225
1,08:25,2,0,45,1,225
1,08:25,1,0,45,1,166
1,08:00,4,0,45,1,142
1,14:20,2,0,45,1,144
1,08:30,3,0,45,1,225
1,11:30,1,1,45,0,21
1,09:05,2,0,45,0,57
1,11:30,1,1,45,0,91
1,08:00,1,0,45,1,194
1,08:30,2,0,45,1,225
1,08:50,1,1,45,0,155
1,14:00,1,0,45,1,91
1,14:20,2,1,45,1,167
1,08:10,2,1,45,1,56
1,08:50,4,0,45,0,123
1,14:20,3,1,45,1,205
1,11:30,2,1,45,0,47
1,14:30,4,0,45,0,18
1,08:50,2,0,45,0,88
1,08:15,2,1,45,1,225
1,13:10,3,0,45,0,90
1,11:10,3,0,45,1,68
1,17:20,1,1,45,0,189
1,13:40,4,1,45,0,211
1,08:30,3,0,45,1,178
1,08:35,1,1,45,1,225
1,11:00,1,0,45,0,49
1,14:10,2,1,45,1,225
1,08:20,1,1,45,1,205
1,17:40,2,0,45,0,10
1,08:30,3,0,45,1,207
1,14:20,4,0,45,1,135
1,08:20,4,1,45,1,225
1,08:30,1,0,45,1,225
1,11:00,3,1,45,0,168
1,11:20,3,1,45,1,218
1,08:20,4,1,45,1,225
1,10:50,4,1,45,0,30
1,09:05,3,0,45,0,55
1,14:00,4,1,45,1,142
1,08:35,4,1,45,1,225
1,11:10,1,0,45,1,148
1,08:40,3,1,45,1,225
1,14:10,1,1,45,1,98
1,07:50,3,0,45,1,43
1,11:30,1,1,45,0,26
1,14:20,3,0,45,1,131
1,14:20,1,0,45,1,191
1,13:10,1,1,45,0,56
1,13:10,3,1,45,0,96
1,09:05,1,0,45,0,62
1,14:10,4,1,45,1,136
1,08:00,1,0,45,1,151
1,14:20,3,0,45,1,123
1,09:05,1,0,45,0,56
1,14:30,1,0,45,0,76
1,09:05,3,1,45,0,44
1,11:30,2,0,45,0,32
1,08:15,4,1,45,1,225
1,17:40,3,1,45,0,67
1,17:20,3,1,45,0,170
1,14:00,4,1,45,1,81
1,08:00,4,0,45,1,58
1,08:50,4,1,45,0,152
1,08:25,3,1,45,1,205
1,08:40,3,0,45,1,225
1,08:20,3,0,45,1,205
1,13:40,4,0,45,0,39
1,08:00,3,1,45,1,163
1,09:05,2,0,45,0,48
1,10:50,1,0,45,0,64
1,11:30,3,0,45,0,21
1,08:35,2,0,45,1,225
1,08:40,3,0,45,1,225
1,08:40,1,0,45,1,225
1,11:20,2,0,45,1,109
1,08:20,3,0,45,1,225
1,13:10,1,1,45,0,85
1,11:00,1,0,45,0,140
1,08:10,2,0,45,1,129
1,08:25,2,0,45,1,176
1,08:00,2,1,45,1,126
1,11:10,2,1,45,1,95
1,08:10,4,1,45,1,121
1,10:30,4,0,45,0,96
1,13:40,4,0,45,0,168
1,08:25,2,1,45,1,222
1,08:35,2,1,45,1,224
1,14:10,2,1,45,1,179
1,11:20,3,1,45,1,211
1,11:30,3,1,45,0,19
1,08:25,2,0,45,1,225
1,08:35,3,1,45,1,225
1,08:25,4,0,45,1,225
1,09:05,2,0,45,0,66
1,09:05,3,0,45,0,15
1,08:35,2,0,45,1,225
1,17:00,4,1,45,0,16
1,08:35,4,0,45,1,155
1,08:40,2,1,45,1,207
1,08:20,2,0,45,1,225
1,08:20,2,0,45,1,225
1,08:35,3,1,45,1,199
1,09:05,3,1,45,0,48
1,09:05,3,1,45,0,33
1,09:05,1,1,45,0,79
1,17:20,3,0,45,0,117
1,14:20,4,1,45,1,225
1,11:20,1,0,45,1,169
1,10:50,4,1,45,0,193
1,12:50,1,0,45,0,150
1,08:30,2,1,45,1,225
1,08:50,3,1,45,0,87
1,08:35,3,0,45,1,137
1,08:30,2,0,45,1,142
1,07:50,1,0,45,1,117
1,10:50,4,1,45,0,96
1,08:25,1,0,45,1,225
1,08:10,4,0,45,1,40
1,08:10,2,1,45,1,193
1,08:20,3,1,45,1,225
1,11:30,4,1,45,0,16
1,08:35,3,1,45,1,225
1,08:35,1,1,45,1,225
1,08:25,1,0,45,1,225
1,08:35,2,1,45,1,225
1,08:30,4,0,45,1,224
1,14:30,2,0,45,0,37
1,08:15,3,0,45,1,225
1,08:25,4,0,45,1,225
1,10:30,2,0,45,0,30
1,08:00,1,0,45,1,27
1,08:10,3,1,45,1,83
1,14:10,2,0,45,1,94
1,08:40,3,0,45,1,145
1,14:20,4,0,45,1,123
1,14:30,4,1,45,0,50
1,14:20,3,0,45,1,169
1,11:10,4,1,45,1,176
1,07:50,3,0,45,1,167
1,08:50,4,1,45,0,163
1,08:20,1,1,45,1,225
1,14:20,1,1,45,1,195
1,14:10,4,1,45,1,213
1,08:15,4,0,45,1,225
1,08:25,1,0,45,1,225
1,08:15,4,0,45,1,168
1,08:10,2,1,45,1,225
1,17:20,1,0,45,0,66
1,08:30,4,1,45,1,225
1,08:40,4,1,45,1,225
1,11:10,1,0,45,1,56
1,08:15,2,0,45,1,225
1,14:30,1,0,45,0,30
1,14:10,1,0,45,1,165
1,08:30,3,1,45,1,217
1,11:10,2,1,45,1,163
1,11:20,3,1,45,1,150
1,08:50,1,0,45,0,120
1,10:30,3,1,45,0,179
1,11:30,3,1,45,0,38
1,08:40,4,0,45,1,225
1,08:20,1,0,45,1,160
1,08:15,3,1,45,1,225
1,14:20,3,0,45,1,116
1,08:20,3,1,45,1,225
1,08:30,3,1,45,1,225
1,12:50,4,1,45,0,24
1,08:40,2,0,45,1,225
1,08:50,4,1,45,0,176
1,08:00,3,1,45,1,194
1,10:50,3,0,45,0,119
1,11:10,1,1,45,1,225
1,07:50,4,0,45,1,29
1,08:15,4,1,45,1,225
1,08:30,3,0,45,1,158
1,08:10,3,1,45,1,53
1,08:25,1,0,45,1,225
1,10:30,4,1,45,0,218
1,08:40,4,1,45,1,225
1,14:10,4,0,45,1,162
1,11:30,3,1,45,0,57
1,10:50,3,0,45,0,99
1,09:05,3,1,45,0,30
1,14:00,1,0,45,1,105
1,10:50,4,0,45,0,120
1,08:20,3,1,45,1,225
1,17:00,3,1,45,0,18
1,11:00,2,1,45,0,147
1,08:30,3,0,45,1,225
1,07:50,3,1,45,1,63
1,11:30,2,1,45,0,34
1,07:50,2,0,45,1,78
1,08:50,3,0,45,0,84
1,11:10,2,0,45,1,75
1,11:10,4,1,45,1,141
1,08:15,4,1,45,1,225
1,11:30,2,0,45,0,60
1,08:10,3,1,45,1,214
1,12:50,3,0,45,0,140
1,08:15,4,0,45,1,225
1,14:20,1,1,45,1,165
1,08:30,1,0,45,1,175
1,10:30,4,1,45,0,180
1,11:20,2,0,45,1,121
1,17:00,2,1,45,0,21
1,09:05,4,1,45,0,70
1,14:30,4,1,45,0,84
1,11:00,3,0,45,0,65
1,08:15,3,0,45,1,225
1,08:35,4,1,45,1,225
1,09:05,3,1,45,0,24
1,08:20,1,1,45,1,225
1,07:50,3,1,45,1,128
1,14:20,4,0,45,1,140
1,17:40,3,0,45,0,9
1,14:30,2,0,45,0,56
1,08:15,3,0,45,1,167
1,14:30,4,1,45,0,24
1,08:35,4,0,45,1,225
1,14:10,3,0,45,1,176
1,14:10,1,0,45,1,55
1,11:10,3,0,45,1,55
1,13:40,2,0,45,0,124
1,17:00,2,1,45,0,6
1,13:10,2,0,45,0,50
1,08:20,3,1,45,1,225
1,08:30,3,1,45,1,225
1,17:40,3,1,45,0,58
1,11:00,3,1,45,0,70
1,08:40,4,1,45,1,222
1,07:50,2,1,45,1,53
1,11:20,2,1,45,1,220
1,17:40,3,0,45,0,27
1,08:20,2,1,45,1,225
1,10:30,3,1,45,0,135
1,08:00,2,0,45,1,168
1,09:05,1,0,45,0,67
1,08:15,3,1,45,1,224
1,13:40,1,1,45,0,174
1,14:20,4,0,45,1,152
1,14:00,2,1,45,1,83
1,14:20,4,1,45,1,156
1,08:15,3,1,45,1,225
1,14:00,2,0,45,1,99
1,11:30,3,0,45,0,35
1,08:10,4,1,45,1,90
1,11:20,3,1,45,1,192
1,08:10,1,1,45,1,225
1,09:05,1,1,45,0,65
1,08:35,1,0,45,1,225
1,08:10,2,1,45,1,60
1,13:10,2,1,45,0,28
1,08:50,4,1,45,0,132
1,08:40,4,1,45,1,225
1,08:10,3,0,45,1,162
1,17:20,2,0,45,0,45
1,14:00,3,0,45,1,107
1,17:20,3,1,45,0,171
1,08:10,3,0,45,1,49
1,08:10,4,0,45,1,118
1,13:40,2,1,45,0,136
1,08:50,1,0,45,0,131
1,14:30,1,0,45,0,82
1,08:20,3,0,45,1,225
1,08:15,3,1,45,1,170
1,13:10,4,0,45,0,64
1,08:15,2,0,45,1,225
1,17:40,2,0,45,0,19
1,08:15,2,1,45,1,225
1,13:10,3,1,45,0,117
1,11:10,1,0,45,1,124
1,17:20,4,1,45,0,204
1,10:30,3,1,45,0,179
1,08:20,2,1,45,1,225
1,14:20,3,0,45,1,159
1,11:30,3,0,45,0,9
1,11:10,4,1,45,1,215
1,08:20,3,1,45,1,225
1,08:30,2,1,45,1,225
1,12:50,4,0,45,0,107
1,17:20,1,0,45,0,14
1,13:40,3,0,45,0,24
1,17:00,3,1,45,0,26
1,08:30,2,0,45,1,151
1,08:40,3,1,45,1,201
1,08:00,3,0,45,1,22
1,08:10,3,1,45,1,203
1,08:00,1,1,45,1,225
1,08:25,3,0,45,1,148
1,10:30,1,1,45,0,65
1,07:50,4,1,45,1,213
1,10:30,1,1,45,0,142
1,10:30,4,0,45,0,108
1,14:10,3,0,45,1,132
1,09:05,1,0,45,0,57
1,07:50,2,1,45,1,215
1,11:00,2,0,45,0,64
1,13:10,4,1,45,0,42
1,17:20,4,0,45,0,124
1,07:50,1,0,45,1,55
1,08:25,1,1,45,1,213
1,13:40,3,1,45,0,156
1,08:30,1,1,45,1,225
1,11:10,4,1,45,1,132
1,08:15,1,1,45,1,225
1,11:00,4,1,45,0,192
1,08:40,3,0,45,1,204
1,08:50,1,1,45,0,149
1,08:35,3,1,45,1,225
1,17:20,3,1,45,0,160
1,08:40,1,1,45,1,225
1,08:00,4,0,45,1,197
1,12:50,4,1,45,0,69
1,08:15,4,1,45,1,225
1,10:30,2,1,45,0,42
1,14:30,3,1,45,0,22
1,11:00,4,0,45,0,145
1,17:00,3,1,45,0,41
1,08:40,3,0,45,1,225
1,09:05,3,1,45,0,67
1,11:20,3,1,45,1,207
1,11:00,2,0,45,0,58
1,08:30,4,0,45,1,225
1,08:40,1,1,45,1,225
1,08:15,4,1,45,1,225
1,17:40,2,0,45,0,10
1,08:40,3,0,45,1,225
1,17:00,4,0,45,0,17
1,08:30,2,0,45,1,225
1,11:00,3,1,45,0,127
1,08:40,3,1,45,1,225
1,08:10,3,0,45,1,71
1,09:05,2,0,45,0,20
1,08:20,2,0,45,1,225
1,11:10,3,1,45,1,168
1,08:20,4,1,45,1,225
1,14:20,4,0,45,1,118
1,13:10,3,0,45,0,133
1,14:20,3,1,45,1,161
1,10:50,2,1,45,0,106
1,08:20,4,1,45,1,225
1,08:10,4,1,45,1,176
1,08:00,2,0,45,1,116
1,08:35,3,1,45,1,225
1,08:10,3,0,45,1,99
1,08:50,3,1,45,0,130
1,09:05,2,1,45,0,74
1,11:10,4,1,45,1,174
1,08:30,2,0,45,1,225
1,08:50,3,1,45,0,112
1,08:50,1,0,45,0,108
1,17:00,4,0,45,0,5
1,10:50,4,0,45,0,63
1,08:25,3,1,45,1,225
1,08:35,1,0,45,1,158
1,14:30,3,1,45,0,88
1,14:00,2,0,45,1,76
1,11:30,4,0,45,0,60
1,10:50,3,0,45,0,76
1,08:30,1,1,45,1,225
1,07:50,4,1,45,1,31
1,14:30,4,0,45,0,14
1,11:20,1,1,45,1,156
1,07:50,3,1,45,1,216
1,08:15,4,1,45,1,225
1,11:10,2,1,45,1,144
1,08:10,2,0,45,1,64
1,10:30,4,0,45,0,50
1,17:00,1,0,45,0,37
1,14:00,1,1,45,1,111
1,11:20,2,1,45,1,196
1,08:50,3,1,45,0,112
1,08:20,2,1,45,1,225
1,07:50,1,1,45,1,77
1,14:30,2,0,45,0,29
1,08:50,3,0,45,0,82
1,08:35,4,0,45,1,225
1,11:20,4,1,45,1,200
1,09:05,4,0,45,0,35
1,08:20,4,0,45,1,225
1,14:30,4,0,45,0,48
1,08:50,2,0,45,0,75
1,10:50,3,1,45,0,133
1,07:50,3,1,45,1,105
1,13:10,2,1,45,0,53
1,14:20,3,0,45,1,142
1,07:50,4,0,45,1,122
1,17:20,3,1,45,0,72
1,08:25,1,0,45,1,225
1,08:35,2,0,45,1,147
1,14:20,1,0,45,1,193
1,14:30,1,1,45,0,37
1,10:30,3,1,45,0,80
1,13:10,3,1,45,0,46
1,08:10,2,0,45,1,204
1,14:30,2,1,45,0,77
1,17:40,1,1,45,0,89
1,09:05,2,1,45,0,91
1,08:00,4,0,45,1,40
1,08:35,3,1,45,1,225
1,11:00,1,1,45,0,127
1,14:00,2,1,45,1,171
1,08:00,2,0,45,1,100
1,14:00,1,1,45,1,184
1,11:10,3,0,45,1,88
1,17:20,3,1,45,0,145
1,08:20,4,1,45,1,225
1,14:00,2,1,45,1,212
1,13:10,2,0,45,0,24
1,11:00,2,1,45,0,73
1,07:50,2,0,45,1,94
1,08:10,1,0,45,1,225
1,14:30,4,1,45,0,37
1,11:10,1,0,45,1,138
1,08:00,3,0,45,1,12
1,17:20,3,1,45,0,172
1,17:20,4,1,45,0,188
1,14:30,2,0,45,0,61
1,17:20,4,0,45,0,83
1,11:30,2,1,45,0,60
1,17:00,4,1,45,0,8
1,08:10,4,0,45,1,145
1,11:00,2,0,45,0,31
1,11:30,3,1,45,0,57
1,08:00,4,0,45,1,31
1,17:40,2,1,45,0,70
1,08:50,3,0,45,0,114
1,08:50,4,0,45,0,129
1,11:30,3,0,45,0,36
1,14:30,2,1,45,0,90
1,07:50,3,1,45,1,108
1,17:40,1,1,45,0,35
1,08:35,2,0,45,1,225
1,09:05,3,0,45,0,9
1,09:05,2,1,45,0,16
1,12:50,4,0,45,0,131
1,14:20,4,0,45,1,132
1,11:10,4,1,45,1,220
1,09:05,2,1,45,0,80
1,08:00,1,1,45,1,159
1,11:00,1,1,45,0,50
1,11:20,1,1,45,1,225
1,08:10,1,1,45,1,225
1,11:10,2,1,45,1,74
1,13:40,2,1,45,0,101
1,14:30,2,1,45,0,66
1,08:50,2,0,45,0,91
1,07:50,1,1,45,1,172
1,08:15,1,0,45,1,222
1,17:00,2,1,45,0,24
1,13:40,4,1,45,0,143
1,13:40,4,0,45,0,157
1,11:10,2,0,45,1,60
1,08:20,2,1,45,1,225
1,10:50,1,1,45,0,98
1,08:40,4,1,45,1,225
1,14:30,1,0,45,0,18
1,11:20,2,0,45,1,105
1,08:35,3,1,45,1,225
1,07:50,1,1,45,1,28
1,08:15,2,1,45,1,225
1,13:40,2,0,45,0,46
1,08:40,1,0,45,1,212
1,11:20,3,1,45,1,213
1,08:50,4,0,45,0,131
1,11:00,3,1,45,0,46
1,17:20,1,0,45,0,104
1,08:15,2,0,45,1,225
1,11:00,2,1,45,0,107
1,08:30,4,0,45,1,225
1,09:05,1,1,45,0,98
1,08:35,2,1,45,1,225
1,08:30,3,1,45,1,195
1,08:25,4,1,45,1,225
1,11:10,2,0,45,1,178
1,09:05,2,1,45,0,27
1,09:05,2,0,45,0,54
1,08:25,4,0,45,1,225
1,09:05,1,0,45,0,77
1,11:10,3,0,45,1,118
1,08:30,1,1,45,1,225
1,11:10,1,0,45,1,122
1,14:10,3,0,45,1,121
1,11:30,3,1,45,0,81
1,14:00,3,1,45,1,177
1,08:15,1,1,45,1,225
1,08:25,2,1,45,1,205
1,07:50,3,0,45,1,36
1,12:50,3,1,45,0,163
1,07:50,3,1,45,1,117
1,11:30,3,1,45,0,37
1,08:25,4,0,45,1,225
1,08:40,4,1,45,1,225
1,17:20,3,1,45,0,182
1,11:10,3,1,45,1,175
1,07:50,4,1,45,1,40
1,07:50,1,1,45,1,224
1,14:10,4,0,45,1,200
1,14:30,1,0,45,0,44
1,08:10,4,0,45,1,140
1,07:50,3,1,45,1,148
1,08:00,4,0,45,1,59
1,11:00,1,1,45,0,169
1,08:25,1,1,45,1,225
1,14:30,1,1,45,0,67
1,08:35,2,1,45,1,225
1,14:30,3,0,45,0,65
1,08:40,4,0,45,1,225
1,11:10,4,1,45,1,185
1,08:15,1,0,45,1,225
1,08:15,4,0,45,1,225
1,08:10,1,0,45,1,55
1,07:50,1,1,45,1,225
1,14:20,4,1,45,1,174
1,11:10,2,1,45,1,111
1,10:30,1,1,45,0,119
1,08:40,3,0,45,1,225
1,13:40,1,1,45,0,156
1,10:50,3,0,45,0,60
1,11:00,3,0,45,0,53
1,08:15,3,1,45,1,225
1,12:50,1,0,45,0,56
1,14:10,4,1,45,1,191
1,08:10,2,1,45,1,191
1,09:05,4,1,45,0,71
1,11:00,1,0,45,0,43
1,07:50,4,1,45,1,38
1,11:10,4,1,45,1,225
1,08:40,1,1,45,1,225
1,09:05,3,0,45,0,16
1,11:30,1,0,45,0,21
1,17:20,2,1,45,0,44
1,09:05,1,1,45,0,100
1,13:10,1,1,45,0,122
1,12:50,1,0,45,0,64
1,10:30,3,0,45,0,40
1,13:40,1,0,45,0,101
1,11:10,3,0,45,1,61
1,08:25,2,1,45,1,225
1,08:10,3,0,45,1,54
1,17:00,4,1,45,0,10
1,17:20,2,1,45,0,42
1,08:20,3,1,45,1,225
1,11:00,2,1,45,0,107
1,17:00,3,0,45,0,29
1,14:30,3,0,45,0,67
1,07:50,1,1,45,1,193
1,14:20,2,0,45,1,151
1,08:15,3,1,45,1,224
1,08:50,1,1,45,0,158
1,10:30,2,0,45,0,101
1,08:40,4,1,45,1,225
1,08:35,2,1,45,1,225
1,08:40,4,0,45,1,159
1,08:40,4,0,45,1,225
1,08:20,3,1,45,1,225
1,17:20,2,1,45,0,40
1,17:40,3,0,45,0,25
1,14:30,2,1,45,0,53
1,08:40,3,0,45,1,225
1,13:10,3,0,45,0,73
1,08:10,4,0,45,1,161
1,14:30,4,0,45,0,75
1,08:30,3,1,45,1,225
1,11:10,1,0,45,1,144
1,08:00,2,0,45,1,64
1,17:00,2,0,45,0,8
1,12:50,3,1,45,0,30
1,07:50,3,1,45,1,14
1,17:20,4,0,45,0,93
1,08:25,2,1,45,1,222
1,08:25,2,1,45,1,187
1,08:25,3,0,45,1,225
1,14:10,3,1,45,1,161
1,14:10,4,0,45,1,100
1,08:35,2,1,45,1,225
1,14:20,2,1,45,1,177
1,10:50,3,0,45,0,38
1,17:20,1,1,45,0,218
1,08:20,4,0,45,1,225
1,11:10,2,1,45,1,97
1,08:40,4,0,45,1,225
1,08:50,4,1,45,0,130
1,13:10,1,0,45,0,75
1,14:20,3,0,45,1,168
1,17:00,4,1,45,0,9
1,11:00,4,0,45,0,46
1,08:35,1,0,45,1,225
1,11:30,1,1,45,0,18
1,08:00,1,0,45,1,27
1,08:20,2,0,45,1,206
1,08:15,3,1,45,1,225
1,17:20,3,0,45,0,137
1,08:35,4,0,45,1,225
1,08:00,1,1,45,1,107
1,08:15,3,1,45,1,225
1,14:30,3,1,45,0,59
1,08:40,2,0,45,1,201
1,07:50,4,0,45,1,155
1,08:40,2,1,45,1,224
1,08:50,2,1,45,0,114
1,12:50,3,1,45,0,74
1,09:05,1,1,45,0,43
1,08:25,3,0,45,1,225
1,08:15,3,1,45,1,188
1,13:10,4,0,45,0,126
1,10:50,2,0,45,0,63
1,08:20,2,1,45,1,194
1,17:20,4,0,45,0,19
1,08:30,1,0,45,1,225
1,10:30,3,0,45,0,129
1,08:20,4,0,45,1,225
1,13:10,2,1,45,0,182
1,17:00,3,0,45,0,24
1,08:35,2,1,45,1,225
1,08:25,2,0,45,1,225
1,10:30,4,0,45,0,168
1,12:50,2,0,45,0,127
1,14:20,1,1,45,1,181
1,08:10,2,0,45,1,109
1,08:40,4,0,45,1,225
1,11:30,1,0,45,0,18
1,12:50,4,1,45,0,143
1,17:20,3,0,45,0,94
1,14:00,4,1,45,1,111
1,10:50,4,0,45,0,70
1,08:35,1,1,45,1,225
1,14:10,1,1,45,1,132
1,08:00,1,1,45,1,62
1,08:20,1,0,45,1,225
1,11:00,1,0,45,0,150
1,11:30,3,0,45,0,37
1,08:10,3,1,45,1,222
1,12:50,3,0,45,0,70
1,14:10,1,0,45,1,189
1,07:50,2,0,45,1,25
1,08:30,3,1,45,1,225
1,07:50,2,0,45,1,62
1,11:10,1,0,45,1,153
1,08:30,4,0,45,1,225
1,08:00,3,0,45,1,47
1,08:10,4,0,45,1,225
1,13:10,3,0,45,0,75
1,07:50,1,1,45,1,225
1,08:25,4,1,45,1,225
1,08:20,2,1,45,1,225
1,08:35,3,0,45,1,189
1,08:10,2,1,45,1,185
1,14:30,1,0,45,0,73
1,14:30,1,1,45,0,103
1,14:20,1,1,45,1,217
1,08:35,1,1,45,1,225
1,11:00,2,0,45,0,32
1,10:30,2,0,45,0,71
1,08:30,3,1,45,1,225
1,14:30,1,1,45,0,62
1,08:00,3,1,45,1,82
1,08:10,1,1,45,1,225
1,12:50,2,1,45,0,133
1,10:30,1,0,45,0,124
1,14:10,4,0,45,1,177
1,07:50,2,1,45,1,210
1,13:10,3,0,45,0,114
1,09:05,1,1,45,0,68
1,08:40,2,0,45,1,225
1,07:50,4,0,45,1,191
1,10:30,2,0,45,0,43
1,17:40,3,0,45,0,43
1,08:35,2,0,45,1,225
1,08:35,2,1,45,1,225
1,08:20,4,0,45,1,225
1,08:20,1,0,45,1,225
1,08:30,2,1,45,1,207
1,11:10,4,0,45,1,64
1,13:10,1,0,45,0,56
1,14:20,3,1,45,1,214
1,11:20,3,1,45,1,220
1,11:30,3,0,45,0,54
1,08:00,4,0,45,1,84
1,11:10,3,0,45,1,59
1,08:50,1,0,45,0,113
1,12:50,4,1,45,0,44
1,08:15,2,0,45,1,203
1,08:15,1,1,45,1,225
1,08:50,2,1,45,0,118
1,08:25,1,0,45,1,225
1,08:25,1,1,45,1,225
1,14:30,2,1,45,0,76
1,08:00,1,0,45,1,179
1,14:00,2,1,45,1,49
1,17:40,3,1,45,0,81
1,08:20,4,1,45,1,225
1,13:10,2,1,45,0,91
1,10:50,1,0,45,0,33
1,08:25,1,0,45,1,225
1,08:40,2,0,45,1,225
1,14:00,3,0,45,1,117
1,12:50,1,1,45,0,210
1,17:20,2,1,45,0,13
1,10:30,4,1,45,0,116
1,10:30,3,1,45,0,161
1,17:00,3,0,45,0,45
1,17:00,1,1,45,0,22
1,08:15,3,0,45,1,196
1,07:50,4,0,45,1,29
1,10:30,4,1,45,0,195
1,08:25,1,1,45,1,225
1,10:50,3,0,45,0,64
1,08:00,1,1,45,1,204
1,13:40,1,1,45,0,107
1,11:10,3,1,45,1,213
1,13:40,4,1,45,0,213
1,14:10,2,1,45,1,146
1,08:35,3,1,45,1,225
1,08:25,2,0,45,1,171
1,08:35,2,1,45,1,225
1,08:30,4,0,45,1,225
1,13:10,3,1,45,0,108
1,09:05,2,1,45,0,26
1,13:10,3,1,45,0,32
1,07:50,1,0,45,1,89
1,08:40,1,1,45,1,225
1,08:00,1,1,45,1,35
1,08:35,2,1,45,1,225
1,11:00,4,0,45,0,84
1,17:20,1,1,45,0,67
1,08:15,1,0,45,1,225
1,08:25,1,1,45,1,225
1,08:25,3,0,45,1,225
1,17:40,2,1,45,0,83
1,07:50,3,0,45,1,92
1,08:00,2,1,45,1,95
1,08:35,3,0,45,1,225
1,08:20,2,0,45,1,137
1,10:50,4,0,45,0,162
1,08:20,3,1,45,1,225
1,08:00,1,0,45,1,166
1,08:10,1,1,45,1,82
1,13:40,2,0,45,0,51
1,08:30,1,0,45,1,225
1,12:50,2,1,45,0,153
1,07:50,3,0,45,1,68
1,08:30,3,1,45,1,225
1,14:00,1,0,45,1,88
1,08:40,4,0,45,1,225
1,14:00,2,0,45,1,114
1,08:30,1,1,45,1,225
1,09:05,2,1,45,0,87
1,11:00,1,1,45,0,124
1,14:10,4,1,45,1,79
1,11:00,1,1,45,0,111
1,10:30,4,0,45,0,108
1,07:50,1,0,45,1,164
1,13:40,4,1,45,0,82
1,08:15,3,1,45,1,225
1,07:50,1,1,45,1,59
1,08:35,3,1,45,1,225
1,08:25,2,0,45,1,225
1,08:15,4,1,45,1,225
1,11:30,3,0,45,0,29
1,07:50,2,1,45,1,193
1,08:25,3,0,45,1,225
1,14:30,1,0,45,0,28
1,07:50,1,0,45,1,106
1,08:50,2,0,45,0,89
1,10:30,3,1,45,0,137
1,14:30,1,1,45,0,86
1,10:50,3,1,45,0,87
1,14:20,2,0,45,1,172
1,08:10,3,1,45,1,211
1,17:00,4,0,45,0,24
1,11:10,2,1,45,1,195
1,12:50,1,0,45,0,164
1,08:40,4,0,45,1,225
1,07:50,1,0,45,1,131
1,08:10,4,1,45,1,189
1,11:30,1,0,45,0,59
1,09:05,3,0,45,0,41
1,08:00,3,0,45,1,26
1,10:50,4,1,45,0,114
1,17:20,3,0,45,0,56
1,08:25,2,1,45,1,225
1,08:30,3,0,45,1,225
1,08:00,4,0,45,1,177
1,14:00,3,0,45,1,124
1,08:10,3,1,45,1,177
1,11:30,3,1,45,0,50
1,09:05,2,0,45,0,15
1,10:30,3,1,45,0,118
1,14:30,1,0,45,0,26
1,08:20,4,0,45,1,225
1,08:00,3,0,45,1,38
1,11:30,2,1,45,0,43
1,10:30,1,1,45,0,112
1,13:10,4,0,45,0,22
1,10:30,4,1,45,0,110
1,17:40,4,0,45,0,48
1,08:35,4,0,45,1,225
1,08:35,3,1,45,1,225
1,17:20,3,0,45,0,11
1,08:00,1,1,45,1,134
1,08:40,2,1,45,1,225
1,08:15,3,1,45,1,225
1,08:10,3,0,45,1,145
1,08:00,1,0,45,1,158
1,08:15,3,0,45,1,225
1,14:20,4,0,45,1,164
1,13:10,1,0,45,0,25
1,14:10,1,0,45,1,203
1,13:10,1,1,45,0,171
1,17:20,4,1,45,0,204
1,08:50,2,0,45,0,70
1,17:00,3,0,45,0,42
1,08:15,3,1,45,1,225
